ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID
17285696,1.24E-06,1.08E-07,-7.7260738,6.88556,-0.97428183,chr13(+):21787461-21789213
17287107,1.24E-06,1.08E-07,7.7257902,6.88495,0.78571567,chr13(+):49187485-49196251
17238325,1.24E-06,1.09E-07,-7.724681,6.88255,-0.71023822,chr10(+):128232063-128252941
17537029,1.24E-06,1.09E-07,-7.7236401,6.8803,-0.74774808,chrX(+):105120396-105123912
17388284,1.25E-06,1.09E-07,-7.7221044,6.87698,-0.5400165,chr2(-):91929648-91932297
17539700,1.25E-06,1.09E-07,7.7215282,6.87573,0.54811783,chrX(+):169685197-170005736
17252231,1.25E-06,1.10E-07,7.7194708,6.87129,0.83220969,chr11(+):70844763-70943105
17534555,1.26E-06,1.10E-07,-7.7173881,6.86678,-0.39347639,chrX(+):48146436-48161565
17259220,1.26E-06,1.11E-07,-7.7161512,6.86411,-0.40473131,chr11(+):119913441-119919552
17399451,1.26E-06,1.11E-07,-7.7154101,6.86251,-0.44623172,chr3(+):89430214-89435128
17446620,1.26E-06,1.11E-07,7.7151015,6.86184,0.9207715,chr5(-):29735334-29735936
17499376,1.26E-06,1.11E-07,-7.7144735,6.86048,-0.53994486,chr8(+):13785615-13798538
17203189,1.27E-06,1.11E-07,7.7136625,6.85873,2.41052556,--normgene->intron
17370040,1.27E-06,1.11E-07,-7.7123971,6.85599,-0.69028047,chr2(+):33177902-33181881
17359394,1.27E-06,1.12E-07,7.7116982,6.85448,0.74104306,chr19(+):40831279-40848572
17532268,1.27E-06,1.12E-07,-7.7116741,6.85442,-2.91836325,chr9(-):120048693-120068282
17357219,1.29E-06,1.13E-07,-7.7056846,6.84147,-0.31400239,chr19(+):8819401-8834142
17333553,1.29E-06,1.13E-07,7.7046029,6.83913,0.39596764,chr17(+):15396202-15433581
17225728,1.29E-06,1.13E-07,-7.7040611,6.83795,-0.41157903,chr1(-):93405940-93478808
17524671,1.29E-06,1.14E-07,-7.7033609,6.83644,-2.88449986,chr9(-):21242912-21248443
17436151,1.30E-06,1.14E-07,7.7012063,6.83177,0.72024564,chr5(+):31494741-31512903
17318029,1.30E-06,1.14E-07,7.6998615,6.82886,1.09925492,chr15(-):74796874-74799986
17238876,1.30E-06,1.15E-07,7.6981894,6.82524,0.69273556,chr10(-):5256780-5256923
17537055,1.30E-06,1.15E-07,7.697696,6.82418,0.76572561,chrX(+):106027276-106128160
17467747,1.31E-06,1.15E-07,-7.6965885,6.82178,-0.3632135,chr6(-):72385221-72390703
17397268,1.31E-06,1.15E-07,-7.6958669,6.82022,-1.06272919,chr3(+):40799951-40816883
17461942,1.31E-06,1.15E-07,7.695622,6.81968,0.52022033,chr6(+):115361221-115490401
17413978,1.31E-06,1.16E-07,7.6949255,6.81818,0.55112225,chr4(+):48279760-48431954
17219581,1.32E-06,1.16E-07,-7.6919175,6.81166,-0.71778325,chr1(+):172500047-172507380
17248592,1.33E-06,1.18E-07,-7.6864416,6.7998,-0.34688747,chr11(+):43433731-43447981
17457685,1.33E-06,1.18E-07,-7.6859097,6.79865,-0.84726817,chr6(+):41113567-41114067
17432927,1.34E-06,1.18E-07,-7.6852833,6.79729,-0.64411681,chr4(-):148152800-148160482
17335000,1.34E-06,1.18E-07,7.6844761,6.79554,0.517408,chr17(+):26933127-26937890
17346760,1.34E-06,1.18E-07,-7.6838091,6.7941,-0.43884769,chr17(-):65848415-65885755
17420897,1.34E-06,1.18E-07,-7.6837093,6.79388,-0.33585281,chr4(+):140961203-140979193
17502295,1.35E-06,1.19E-07,-7.6794769,6.78471,-0.51957011,chr8(+):71676296-71690577
17281202,1.36E-06,1.20E-07,-7.6769857,6.77931,-0.47801353,chr12(-):55280814-55303000
17324733,1.36E-06,1.20E-07,-7.676262,6.77774,-0.83790392,chr16(+):32099800-32108069
17218430,1.37E-06,1.21E-07,7.6734426,6.77163,0.6675675,chr1(+):156558786-156649619
17487833,1.37E-06,1.21E-07,-7.672869,6.77038,-0.72614533,chr7(-):25009849-25072369
17271257,1.37E-06,1.21E-07,-7.6714767,6.76737,-0.66927939,chr11(-):109499714-109499824
17534122,1.38E-06,1.22E-07,-7.6692411,6.76252,-0.60514733,chrX(+):36874358-36884222
17507851,1.39E-06,1.23E-07,7.6659131,6.7553,0.60564814,chr8(-):20268286-20297432
17480192,1.39E-06,1.23E-07,7.6658118,6.75508,0.68591678,chr7(+):92561149-92582294
17345315,1.39E-06,1.23E-07,-7.6654308,6.75425,-0.59392894,chr17(-):46147385-46153553
17203237,1.40E-06,1.24E-07,7.6617512,6.74627,1.91606322,--normgene->intron
17486611,1.40E-06,1.24E-07,-7.6616008,6.74594,-0.36574694,chr7(-):13032006-13034777
17238762,1.40E-06,1.24E-07,-7.661043,6.74473,-0.63619031,chr10(-):5020192-5194707
17218790,1.40E-06,1.24E-07,-7.6599004,6.74225,-0.39515319,chr1(+):163929100-163955126
17491999,1.40E-06,1.25E-07,-7.6597611,6.74195,-0.67713622,chr7(-):67513410-67645236
17497153,1.41E-06,1.25E-07,7.6571216,6.73622,0.64958336,chr7(-):132987011-133124354
17411939,1.41E-06,1.25E-07,-7.6568639,6.73567,-0.88170911,chr4(+):14864076-14915260
17304482,1.42E-06,1.26E-07,-7.6547661,6.73111,-0.37040994,chr14(-):30999826-31001672
17284344,1.42E-06,1.26E-07,7.653768,6.72895,4.11871231,chr12(-):113359665-113361232
17325892,1.43E-06,1.27E-07,7.6513198,6.72363,0.73773642,chr16(+):44943678-44981380
17368930,1.45E-06,1.29E-07,-7.6429872,6.70554,-1.35565608,chr2(+):29869164-29882840
17414545,1.45E-06,1.29E-07,7.6425359,6.70456,1.06773614,chr4(+):62360701-62391769
17455281,1.46E-06,1.30E-07,-7.6400796,6.69922,-0.65279886,chr5(-):147016655-147076586
17225286,1.46E-06,1.30E-07,7.6391444,6.69719,0.86785044,chr1(-):87945121-88008551
17489138,1.46E-06,1.30E-07,-7.6382327,6.69521,-0.45992578,chr7(-):30555441-30559838
17509288,1.47E-06,1.31E-07,7.6350926,6.68838,1.00631433,chr8(-):47826083-47990551
17281148,1.48E-06,1.32E-07,7.6320906,6.68186,0.45707081,chr12(-):54892989-55014348
17491979,1.49E-06,1.32E-07,7.6308181,6.67909,0.36750378,chr7(-):67231163-67372858
17537134,1.49E-06,1.32E-07,-7.6307231,6.67889,-0.62265828,chrX(+):107255878-107296769
17221230,1.49E-06,1.33E-07,7.6297199,6.67671,0.44973944,--not in current csv annotation file
17407969,1.49E-06,1.33E-07,7.6291971,6.67557,1.03904556,chr3(-):95988429-95996001
17466101,1.51E-06,1.35E-07,-7.6223761,6.66074,-0.62999758,chr6(-):39334770-39377707
17515045,1.51E-06,1.35E-07,7.6216143,6.65908,0.83408647,chr9(+):20888175-20892179
17523597,1.52E-06,1.36E-07,7.6180505,6.65133,0.39313589,chr9(+):123478701-123521552
17428509,1.52E-06,1.36E-07,-7.6180318,6.65129,-0.89091625,chr4(-):115996656-116017926
17427312,1.53E-06,1.36E-07,7.6169465,6.64893,0.941757,chr4(-):95049034-95052222
17337232,1.53E-06,1.36E-07,-7.6164629,6.64788,-0.60774486,chr17(+):35823230-35832791
17397936,1.54E-06,1.37E-07,-7.6143644,6.64331,-0.28643111,chr3(+):60472830-60629748
17482083,1.54E-06,1.37E-07,-7.6129418,6.64021,-0.39226178,chr7(+):116093301-116105210
17459207,1.54E-06,1.38E-07,-7.6116982,6.63751,-0.77917481,chr6(+):65671590-65706930
17299823,1.55E-06,1.38E-07,-7.6105611,6.63503,-1.75629906,chr14(+):52835840-52836386
17203317,1.55E-06,1.38E-07,7.6099251,6.63365,1.02320164,--normgene->intron
17467384,1.55E-06,1.38E-07,7.6095078,6.63274,6.88742822,chr6(-):68631963-68632430
17228057,1.55E-06,1.39E-07,-7.609369,6.63244,-1.17898822,chr1(-):151884524-152090320
17416685,1.55E-06,1.39E-07,7.6089605,6.63155,2.10128278,chr4(+):108498044-108498146
17377177,1.55E-06,1.39E-07,7.6089004,6.63142,0.64884114,chr2(+):145784734-145887616
17203221,1.55E-06,1.39E-07,7.6077879,6.629,1.88334717,--normgene->intron
17515871,1.56E-06,1.39E-07,-7.6067845,6.62681,-0.67454978,chr9(+):35116728-35130922
17410612,1.56E-06,1.40E-07,-7.605452,6.62391,-0.82773378,chr3(-):137866067-137866922
17310589,1.56E-06,1.40E-07,7.6047556,6.6224,0.64298494,chr15(+):25622525-25813673
17408793,1.56E-06,1.40E-07,-7.6042529,6.6213,-0.37148678,chr3(-):104822779-104864505
17317652,1.56E-06,1.40E-07,7.6042016,6.62119,0.69992886,chr15(-):66929318-66969641
17520171,1.58E-06,1.42E-07,-7.5984543,6.60868,-0.63473036,chr9(+):89199209-89207838
17550524,1.59E-06,1.42E-07,-7.596779,6.60503,-1.23375819,--not in current csv annotation file
17495029,1.59E-06,1.42E-07,7.5965008,6.60442,0.68548083,chr7(-):110308013-110614922
17238918,1.60E-06,1.43E-07,7.5931235,6.59706,0.56998647,chr10(-):5317816-5317974
17492509,1.60E-06,1.43E-07,7.5928762,6.59652,0.57067981,chr7(-):80316596-80324454
17244102,1.61E-06,1.45E-07,-7.5894816,6.58913,-0.61495967,chr10(-):89638721-89686285
17303941,1.61E-06,1.45E-07,-7.5887274,6.58748,-0.42310925,chr14(-):21031442-21052508
17537895,1.62E-06,1.45E-07,-7.5863227,6.58224,-0.794339,chrX(+):136270253-136271978
17548879,1.63E-06,1.46E-07,-7.583045,6.5751,-0.59958381,chrX(-):138085607-138085813
17475536,1.63E-06,1.47E-07,7.5828596,6.5747,0.59256078,chr7(+):27205536-27205655
17300153,1.63E-06,1.47E-07,-7.5814612,6.57165,-1.16477361,chr14(+):54167590-54167652
17353153,1.64E-06,1.47E-07,-7.5811374,6.57094,-0.43079906,chr18(-):24579881-24603817
17300504,1.64E-06,1.47E-07,7.5805465,6.56965,0.81257689,chr14(+):55540266-55550017
17491026,1.64E-06,1.47E-07,-7.5799208,6.56829,-0.66560594,chr7(-):45918023-45921426
17295770,1.64E-06,1.48E-07,7.5797586,6.56793,0.61508472,chr13(-):100802648-100833427
17377418,1.64E-06,1.48E-07,7.578893,6.56605,1.29538586,chr2(+):148871729-148872838
17248726,1.65E-06,1.48E-07,7.5777226,6.56349,0.58430686,chr11(+):45829779-45829887
17378348,1.65E-06,1.48E-07,7.5771942,6.56234,0.59860342,chr2(+):155381059-155389850
17417647,1.65E-06,1.49E-07,-7.576479,6.56078,-0.97521356,chr4(+):117126794-117128738
17374406,1.65E-06,1.49E-07,-7.5751267,6.55783,-0.70616386,chr2(+):115581716-115778768
17321365,1.66E-06,1.49E-07,7.5739863,6.55535,0.4421565,chr15(-):98831669-98871205
17239845,1.66E-06,1.49E-07,7.5737136,6.55475,0.48013783,chr10(-):24915207-24927470
17215788,1.67E-06,1.50E-07,-7.5705582,6.54787,-0.62243556,chr1(+):91540565-91559590
17476372,1.67E-06,1.50E-07,7.5704249,6.54758,1.13351575,chr7(+):30421732-30428746
17484529,1.67E-06,1.51E-07,-7.5686519,6.54371,-0.95799378,chr7(+):140247301-140299791
17347571,1.68E-06,1.51E-07,7.5677863,6.54182,1.10048172,chr17(-):80580512-80728093
17548274,1.68E-06,1.51E-07,-7.5673851,6.54095,-0.33248,chr3(-):74235897-74296871
17289037,1.69E-06,1.53E-07,7.5636497,6.53279,1.42257542,chr13(+):91460283-91706175
17282760,1.70E-06,1.53E-07,7.5620584,6.52932,0.85915836,chr12(-):86700502-86726460
17300173,1.70E-06,1.54E-07,-7.5608264,6.52663,-1.74566267,chr14(+):54179962-54180024
17333906,1.70E-06,1.54E-07,-7.5606997,6.52636,-0.69998144,chr17(+):21383748-21399265
17504688,1.70E-06,1.54E-07,-7.5601495,6.52515,-0.48669678,chr8(+):105269801-105275845
17538770,1.70E-06,1.54E-07,7.560004,6.52484,0.56687911,--not in current csv annotation file
17256910,1.70E-06,1.54E-07,-7.5596659,6.5241,-1.12469914,chr11(+):102248882-102265187
17241038,1.72E-06,1.56E-07,-7.5543239,6.51244,-0.49716233,chr10(-):59987909-60003112
17508080,1.72E-06,1.56E-07,7.5530965,6.50975,0.89644908,chr8(-):22634371-22636809
17522253,1.73E-06,1.56E-07,-7.5520539,6.50748,-0.42912603,chr9(+):109931458-110083954
17425077,1.73E-06,1.56E-07,-7.5520014,6.50736,-1.31468275,chr4(-):46604390-46650209
17481680,1.73E-06,1.57E-07,7.551326,6.50589,0.7774975,chr7(+):109520120-109520251
17550474,1.73E-06,1.57E-07,-7.5512618,6.50575,-0.83437842,--not in current csv annotation file
17271033,1.73E-06,1.57E-07,-7.5506126,6.50433,-0.58510686,chr11(-):106988629-106999541
17335540,1.73E-06,1.57E-07,-7.5498456,6.50265,-0.50934506,chr17(+):29490812-29495476
17460342,1.74E-06,1.58E-07,-7.5486933,6.50014,-0.57630825,chr6(+):85915719-85930284
17216792,1.74E-06,1.58E-07,7.5481803,6.49902,0.58257272,chr1(+):127774164-127808061
17352347,1.74E-06,1.58E-07,-7.5481446,6.49894,-0.47073372,chr18(+):90510154-90543267
17206247,1.75E-06,1.59E-07,-7.5457189,6.49364,-0.94765978,--normgene->intron
17270028,1.75E-06,1.59E-07,-7.5438738,6.48961,-0.59136528,chr11(-):102057015-102088515
17409753,1.75E-06,1.59E-07,7.5437226,6.48928,0.80681356,chr3(-):116739999-116808166
17398139,1.76E-06,1.60E-07,-7.5430033,6.48771,-0.62351978,chr3(+):67374097-67400003
17403224,1.76E-06,1.60E-07,7.5420882,6.48571,0.699094,chr3(+):142530338-142550083
17404888,1.77E-06,1.60E-07,-7.540388,6.48199,-3.60911117,chr3(-):37222759-37232618
17511377,1.77E-06,1.61E-07,-7.5389087,6.47876,-0.72535928,chr8(-):85636588-85700754
17291001,1.77E-06,1.61E-07,-7.5385123,6.47789,-1.41620322,chr13(-):21753395-21753907
17222650,1.77E-06,1.61E-07,-7.5379587,6.47668,-0.59589583,chr1(-):43746966-43827800
17254244,1.78E-06,1.62E-07,-7.5360807,6.47258,-0.90967458,chr11(+):83437686-83441232
17333050,1.78E-06,1.62E-07,7.5346737,6.4695,1.34154817,chr17(+):8165501-8196804
17483325,1.79E-06,1.63E-07,7.5336492,6.46726,0.44283264,chr7(+):127485221-127491513
17527166,1.79E-06,1.63E-07,7.5334239,6.46677,0.43729244,chr9(-):53684110-53706232
17399104,1.79E-06,1.63E-07,-7.5328498,6.46551,-0.33797111,chr3(+):88579671-88588413
17238492,1.79E-06,1.63E-07,7.5326449,6.46506,1.02372478,chr10(+):128435914-128436044
17242296,1.80E-06,1.64E-07,-7.5304393,6.46024,-0.36338864,chr10(-):77486655-77515813
17250266,1.80E-06,1.64E-07,7.5300771,6.45945,0.43033217,chr11(+):59661305-59780860
17275524,1.80E-06,1.64E-07,-7.5299192,6.4591,-0.54797558,chr12(+):55230168-55279494
17542516,1.80E-06,1.64E-07,-7.52859,6.4562,-0.36678419,chrX(-):73942792-73966357
17316564,1.81E-06,1.65E-07,7.5273468,6.45348,0.30444039,chr15(-):36997027-37007402
17287330,1.82E-06,1.66E-07,-7.5229228,6.4438,-0.90617928,chr13(+):51645232-51650662
17262516,1.83E-06,1.67E-07,-7.5205538,6.43862,-0.58155781,chr11(-):51685385-51688874
17266978,1.83E-06,1.67E-07,-7.5205468,6.4386,-0.75217453,chr11(-):84048041-84069261
17499279,1.83E-06,1.67E-07,7.5202248,6.4379,1.30098769,chr8(+):13159135-13175338
17292974,1.84E-06,1.68E-07,-7.5193186,6.43592,-0.31453458,chr13(-):56073619-56136361
17296355,1.84E-06,1.68E-07,-7.5179579,6.43294,-1.36163094,chr13(-):114835912-114932041
17385329,1.84E-06,1.68E-07,-7.5178864,6.43278,-0.43532597,chr2(-):53134704-53191284
17203497,1.84E-06,1.68E-07,-7.5174471,6.43182,-1.09961428,--normgene->intron
17237273,1.85E-06,1.69E-07,7.5163103,6.42933,0.84043533,chr10(+):111481493-111481636
17422885,1.85E-06,1.69E-07,7.5150215,6.42651,0.68756083,chr4(+):156109982-156127265
17399112,1.86E-06,1.70E-07,-7.5125054,6.421,-0.59213217,chr3(+):88616207-88648052
17391883,1.87E-06,1.71E-07,-7.5105684,6.41676,-0.50894675,chr2(-):131175182-131180067
17468486,1.88E-06,1.72E-07,7.5081217,6.41141,0.628925,chr6(-):86386006-86397150
17493351,1.88E-06,1.72E-07,7.5081088,6.41138,1.06652364,chr7(-):92737658-92741468
17326936,1.88E-06,1.72E-07,-7.5078364,6.41078,-0.72123794,chr16(+):89140944-89141099
17486136,1.90E-06,1.74E-07,-7.5032584,6.40075,-0.74759942,chr7(-):7114683-7121476
17308622,1.91E-06,1.75E-07,-7.5003073,6.39429,-0.52450997,chr14(-):73953898-73955586
17505260,1.91E-06,1.75E-07,7.5001781,6.39401,0.85077356,chr8(+):107293470-107379907
17275875,1.91E-06,1.75E-07,-7.4995057,6.39253,-1.51915081,chr12(+):69168814-69179010
17403004,1.91E-06,1.75E-07,-7.4994523,6.39242,-0.51327497,chr3(+):137864487-137866922
17360004,1.91E-06,1.75E-07,-7.4990505,6.39154,-0.57556219,chr19(+):46341121-46375254
17530909,1.91E-06,1.75E-07,-7.4987667,6.39092,-0.61653867,chr9(-):107539011-107541865
17308209,1.92E-06,1.76E-07,-7.496956,6.38695,-0.48332858,chr14(-):70138168-70153811
17247438,1.92E-06,1.76E-07,7.4969262,6.38688,0.67497589,chr11(+):17051586-17079372
17525329,1.93E-06,1.77E-07,-7.4936196,6.37964,-0.84966583,chr9(-):35046579-35116810
17414348,1.94E-06,1.78E-07,-7.4907018,6.37324,-0.69467375,chr4(+):57300096-57307305
17318967,1.95E-06,1.79E-07,7.4890185,6.36955,1.25168775,chr15(-):78326052-78336458
17322916,1.96E-06,1.80E-07,7.4867086,6.36449,0.60835375,chr16(+):10835059-10886234
17426517,1.98E-06,1.82E-07,7.4822506,6.35471,0.89686081,chr4(-):72117142-72200919
17263008,2.02E-06,1.86E-07,-7.4718513,6.3319,-0.49362142,--not in current csv annotation file
17345465,2.02E-06,1.86E-07,-7.4715506,6.33124,-0.56839703,chr17(-):46546839-46556162
17300064,2.03E-06,1.86E-07,-7.4700588,6.32797,-1.58139214,chr14(+):53709902-53710417
17482160,2.03E-06,1.87E-07,-7.4691233,6.32591,-0.72002831,chr7(+):118712552-118737024
17509379,2.06E-06,1.89E-07,-7.463056,6.31259,-0.52939967,chr8(-):54520433-54529998
17261995,2.06E-06,1.89E-07,7.4624212,6.3112,0.93938781,chr11(-):44454571-44470548
17478998,2.06E-06,1.90E-07,-7.4617992,6.30983,-0.58880233,chr7(+):66079649-66089412
17224133,2.06E-06,1.90E-07,7.4611624,6.30844,0.84620214,chr1(-):72259172-72284314
17246209,2.07E-06,1.90E-07,-7.4601951,6.30631,-0.83944672,chr10(-):128548110-128549168
17299834,2.07E-06,1.91E-07,-7.4586048,6.30282,-1.37114778,chr14(+):52855614-52856165
17503937,2.08E-06,1.91E-07,-7.4577018,6.30084,-1.14684547,chr8(+):94172618-94173567
17455234,2.08E-06,1.92E-07,-7.4557897,6.29664,-0.41696389,chr5(-):146209192-146221555
17407643,2.09E-06,1.93E-07,7.4547067,6.29426,0.75494386,chr3(-):94959034-94962048
17223787,2.12E-06,1.96E-07,-7.4475338,6.2785,-0.47166925,chr1(-):64679869-64690659
17364986,2.12E-06,1.96E-07,7.4474001,6.27821,1.05656086,chr19(-):43857245-43857351
17241637,2.13E-06,1.96E-07,-7.4453938,6.2738,-0.34712139,chr10(-):67266689-67285305
17378958,2.13E-06,1.97E-07,-7.4443439,6.27149,-1.21638153,chr2(+):158768093-158786637
17534938,2.13E-06,1.97E-07,-7.4441294,6.27102,-0.76262772,chrX(+):56609757-56664230
17514745,2.14E-06,1.98E-07,-7.4418363,6.26598,-0.46051303,chr9(+):14500617-14510620
17252369,2.15E-06,1.99E-07,7.4405978,6.26325,0.83119067,chr11(+):72441355-72451768
17312374,2.17E-06,2.01E-07,-7.4356924,6.25247,-0.57215864,chr15(+):76331231-76334907
17234347,2.17E-06,2.01E-07,7.4355937,6.25225,0.62000425,chr10(+):75406911-75441679
17463377,2.17E-06,2.01E-07,-7.435575,6.25221,-0.9035845,chr6(+):127577975-127629938
17467831,2.17E-06,2.01E-07,-7.4352232,6.25144,-0.39750528,chr6(-):72957347-72958748
17406482,2.19E-06,2.03E-07,7.4310595,6.24228,0.82047131,chr3(-):86995834-86999441
17338946,2.19E-06,2.03E-07,7.4304595,6.24096,0.56983211,chr17(+):57059105-57065918
17492495,2.20E-06,2.03E-07,-7.4294584,6.23876,-0.4261365,chr7(-):80227156-80232813
17238840,2.20E-06,2.04E-07,7.4287914,6.23729,1.250994,chr10(-):5215669-5215834
17372552,2.21E-06,2.05E-07,-7.4261231,6.23142,-1.09015964,chr2(+):83812636-83883486
17300223,2.22E-06,2.06E-07,-7.4239332,6.2266,-1.83663433,chr14(+):54205741-54205797
17327054,2.22E-06,2.06E-07,7.4238562,6.22643,0.43764175,chr16(+):91406164-91425834
17532923,2.22E-06,2.06E-07,-7.4229999,6.22455,-0.48780822,chrX(+):7714333-7728201
17454187,2.23E-06,2.06E-07,7.4223851,6.22319,0.67793664,chr5(-):137865829-137871758
17228102,2.23E-06,2.07E-07,-7.4218703,6.22206,-0.75065183,chr1(-):152766546-152771473
17540027,2.23E-06,2.07E-07,-7.4209857,6.22011,-0.47942944,chrX(-):8138975-8145880
17438325,2.25E-06,2.09E-07,-7.4167663,6.21083,-0.53009919,--not in current csv annotation file
17493272,2.25E-06,2.09E-07,-7.4167615,6.21082,-1.16937861,chr7(-):90196953-90208931
17455254,2.25E-06,2.09E-07,7.4166765,6.21063,0.6546325,chr5(-):146734809-146795006
17436237,2.25E-06,2.09E-07,7.4158339,6.20877,0.8128705,chr5(+):32136472-32157840
17477619,2.26E-06,2.10E-07,7.413834,6.20437,0.67630244,chr7(+):44896079-44902631
17467753,2.27E-06,2.11E-07,7.4117256,6.19973,0.52133111,chr6(-):72432799-72439558
17479354,2.28E-06,2.12E-07,-7.4095825,6.19501,-0.37450108,chr7(+):79273201-79365508
17547867,2.29E-06,2.13E-07,7.4082869,6.19215,1.27569431,chr15(+):34127495-34128967
17521794,2.29E-06,2.13E-07,-7.4078964,6.19129,-0.39566169,chr9(+):108508005-108515941
17443689,2.29E-06,2.13E-07,7.4073722,6.19014,0.90212706,chr5(+):137787798-137822621
17243312,2.29E-06,2.13E-07,-7.4069589,6.18923,-0.52956506,chr10(-):81366222-81378516
17216299,2.29E-06,2.13E-07,-7.4067355,6.18874,-0.76655611,chr1(+):105458060-105458912
17487001,2.30E-06,2.14E-07,-7.4060937,6.18732,-0.4816205,chr7(-):17030993-17062427
17373450,2.30E-06,2.15E-07,7.4042812,6.18333,0.57812611,chr2(+):92093117-92364666
17367102,2.31E-06,2.15E-07,7.4028084,6.18008,0.40680461,chr2(+):14229414-14332057
17338521,2.31E-06,2.15E-07,-7.4027961,6.18006,-0.35903889,chr17(+):50509547-50688494
17291222,2.31E-06,2.16E-07,-7.4021678,6.17867,-1.48122381,chr13(-):23744973-23745602
17301108,2.34E-06,2.18E-07,7.397754,6.16895,0.81489819,chr14(+):61309753-61311936
17505082,2.34E-06,2.18E-07,7.3974687,6.16832,0.63664572,chr8(+):106210936-106252794
17548534,2.34E-06,2.18E-07,-7.3973275,6.16801,-0.89822297,chr6(-):17105029-17105825
17433731,2.34E-06,2.18E-07,-7.3971673,6.16765,-0.42087911,chr4(-):155074110-155086382
17550578,2.34E-06,2.18E-07,-7.3971367,6.16759,-2.20505694,--not in current csv annotation file
17414434,2.34E-06,2.18E-07,7.3967643,6.16677,0.53553933,chr4(+):59189257-59222833
17416748,2.34E-06,2.18E-07,-7.396625,6.16646,-0.45407572,chr4(+):108834601-108862127
17463478,2.34E-06,2.18E-07,-7.3961674,6.16545,-0.61557264,chr6(+):128993020-129006647
17428032,2.35E-06,2.19E-07,-7.3937493,6.16012,-0.58547294,chr4(-):108227755-108301096
17388931,2.35E-06,2.20E-07,-7.3930837,6.15865,-0.47244956,chr2(-):104426481-104494489
17228353,2.37E-06,2.21E-07,-7.3895593,6.15088,-0.89811986,chr1(-):155127878-155146780
17203177,2.37E-06,2.22E-07,7.3895052,6.15076,1.37318825,--normgene->intron
17293059,2.38E-06,2.23E-07,-7.3872319,6.14575,-0.63218319,chr13(-):57923172-58113592
17484167,2.39E-06,2.23E-07,7.3858787,6.14277,0.49243489,chr7(+):134670687-135173647
17322979,2.39E-06,2.23E-07,-7.3857931,6.14258,-1.22520511,chr16(+):11901363-11930600
17374488,2.41E-06,2.26E-07,7.3803072,6.13048,1.22215775,chr2(+):118111876-118127133
17238880,2.42E-06,2.27E-07,7.3783832,6.12623,1.00559333,chr10(-):5260893-5261065
17548117,2.44E-06,2.28E-07,-7.3752253,6.11926,-0.42649039,chr19(-):5415565-5415759
17546192,2.44E-06,2.29E-07,-7.374795,6.11831,-0.6949375,chrX(-):169311530-169320343
17480358,2.44E-06,2.29E-07,7.3745083,6.11768,0.47903603,chr7(+):97480956-97541398
17361741,2.44E-06,2.29E-07,-7.3740006,6.11656,-0.59722086,chr19(-):5707369-5726317
17537648,2.45E-06,2.30E-07,-7.3727037,6.1137,-1.14725681,chrX(+):134308084-134362639
17257599,2.45E-06,2.30E-07,7.3722394,6.11267,0.76099403,chr11(+):106751203-106768719
